borrowers_id,borrower,financier,goal,impagency,url,projectid
543,"SOCIALIST REPUBLIC OF VIETNAM",IDA40890;IDA40890,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION AND TRAINING",http://projects.worldbank.org/P085260/support-national-education-for-all-plan-implementation-program?lang=en,841
544,"MINISTRY OF FINANCE",IDA40810;IDA40810,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P079657/tonga-education-support-project?lang=en,893
545,"GOVERNMENT OF BOSNIA AND HERZEGOVINA",IDA40800;IDA40800,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","STATE MINISTRY OF CIVIL AFFAIRS",http://projects.worldbank.org/P079226/education-restructuring-project?lang=en,272
546,"REPUBLIC OF CAMEROON",IDA40700;IDA40700,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRIES OF BASIC; HIGHER & SECONDARY EDUCATIONS",http://projects.worldbank.org/P075964/education-development-capacity-building-project?lang=en,217
547,"GOVERNMENT OF MALAWI",IDAH1590;IDAH1590,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P070823/education-sector-support-project-1?lang=en,305
548,"GOVERNMENT OF MONTENEGRO",IDA40480;IDA40480,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND SCIENCE OF MONTENEGRO",http://projects.worldbank.org/P084597/education-reform-project-montenegro?lang=en,260
549,,IBRD72840;IBRD72840,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P057857/cr-equity-efficiency-education?lang=en,127
550,,,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","LACE LIBERIA AGENCY FOR COMMUNITY EMPOWERMENT",http://projects.worldbank.org/P098266/community-empowerment-project?lang=en,147
551,"REPUBLIC OF CAPE VERDE",IDA40370;IDA40370,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P078860/first-poverty-reduction-support-credit?lang=en,375
552,"GOVERNMENT OF EGYPT",IBRD72740;IBRD72740,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P082952/early-childhood-education-enhancement-project-eceep?lang=en,202
553,"GOVERNMENT OF THE SLOVAK REPUBLIC",IBRD72710;IBRD72710,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","OFFICE OF THE GOVERNMENT",http://projects.worldbank.org/P092786/human-capital-technical-assistance-sidem-apl-1?lang=en,436
554,"PERNAMBUCO STATE GOVERNMENT",IBRD47540;IBRD47540,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","STATE BASIC EDUCATION SECRETARIAT",http://projects.worldbank.org/P069934/pernambuco-integrated-development-education-quality-improvement-project?lang=en,575
555,"REPUBLIC OF NICARAGUA",IDA39780;IDA39780,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P078990/nicaragua-education-project?lang=en,539
556,"GOVERNMENT OF MALDIVES",IDA39480;IDA39480;IDA39481,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE AND TREASURY",http://projects.worldbank.org/P078523/integrated-human-development-project?lang=en,512
557,"UNITED MEXICAN STATES",IBRD72490;IBRD72490,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION (SEP) THROUGH CONAFE",http://projects.worldbank.org/P085851/mx-basic-education-dev-phase-iii?lang=en,505
558,"GOVERNMENT OF ST VINCENT & GRENADINES",IDA39430;IDA39430;IBRD72430,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION; YOUTH AND SPORTS",http://projects.worldbank.org/P086664/st-vincent-grenadines-oecs-education-development-project?lang=en,823
559,"GOVERNMENT OF VIETNAM",IDA39340;IDA39340,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|GPG|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","STATE BANK OF VIETNAM",http://projects.worldbank.org/P082759/poverty-reduction-support-credit-iii?lang=en,633
560,"GOVERNMENT OF BANGLADESH",IDAH1020;IDAH1020;IDA47190,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",TBD,http://projects.worldbank.org/P086791/reaching-out-school-children?lang=en,66
561,"LAO PDR",IDAH5410;IDAH5410;IDAH0840;IDA38860,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DEPARTMENT OF PLANNING AND COOPERATION",http://projects.worldbank.org/P078113/second-education-development-project?lang=en,734
562,"GOVERNMENT OF INDIA",IDA38820;IDA38820,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF HUMAN RESOURCE DEVELOPMENT",http://projects.worldbank.org/P055459/elementary-education-project?lang=en,191
563,"GOVERNMENT OF TUNISIA",IBRD72200;IBRD72200,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND TRAINING",http://projects.worldbank.org/P082999/education-quality-improvement-program-eqip-phase-2?lang=en,253
564,"GOVERNMENT OF PAKISTAN",IDA38550;IDA38550,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DEPARTMENT OF EDUCATION; GOVERNMENT OF PUNJAB",http://projects.worldbank.org/P083228/punjab-education-sector-adjustment-credit?lang=en,673
565,"FORMER YUGOSLAV REPUBLIC OF MACEDONIA",IBRD47230;IBRD47230,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P066157/education-modernization-project?lang=en,235
566,"GOVT OF THE PEOPLE'S REPUBLIC OF CHINA",IBRD71940;IBRD71940,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION AND PROVINCIAL EDUCATION BUREAUS",http://projects.worldbank.org/P073002/basic-education-western-areas-project?lang=en,106
567,"ROYAL GOVERNMENT OF BHUTAN",IDAH3740;IDAH3740;IDA38200,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P074114/education-development-project?lang=en,114
568,"KINGDOM OF LESOTHO",IDA38130;IDA38130,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION AND TRAINING (MOET)",http://projects.worldbank.org/P081269/second-education-sector-development-project-phase-2?lang=en,742
569,"GOVERNMENT OF THE STATE OF BAHIA",IBRD71860;IBRD71860,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","SECRETARY OF EDUCATION",http://projects.worldbank.org/P070827/bahia-education-project-apl-second-phase?lang=en,60
570,"GOVERNMENT OF VIETNAM",IDA38040;IDA38040,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","STATE BANK OF VIETNAM",http://projects.worldbank.org/P075398/poverty-reduction-support-credit-ii?lang=en,635
571,"REPUBLIC OF TAJIKISTAN",IDAH0370;IDAH0370;IDA37590;IDAH5690,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION PROJECT MANAGEMENT UNIT",http://projects.worldbank.org/P069055/education-modernization-project?lang=en,236
572,"THE HASHEMITE KINGDOM OF JORDAN",IBRD71700;IBRD71700,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","THE MINISTRY OF EDUCATION",http://projects.worldbank.org/P075829/education-reform-knowledge-economy-program?lang=en,268
573,"THE GOVERNMENT OF SIERRA LEONE",IDAH0200;IDAH0200,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","THE MINISTRY OF EDUCATION; SCIENCE AND TECHNOLOGY",http://projects.worldbank.org/P074320/rehabilitation-basic-education?lang=en,691
574,"GOVERNMENT OF INDIA(GOI)",IDA46750;IDA46750;IDA37320;IDA37321,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","GOVERNMENT OF ANDHRA PRADESH (GOAP)",http://projects.worldbank.org/P071272/andhra-pradesh-rural-poverty-reduction-project?lang=en,36
575,"GOVERNMENT OF THE REPUBLIC OF ZAMBIA",IDAH0170;IDAH0170,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG","MINISTRY OF FINANCE AND NATIONAL PLANNING",http://projects.worldbank.org/P003248/zambia-national-response-hivaids-zanara?lang=en,937
576,"PALESTINIAN AUTHORITY",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE; SECTOR MINISTRIES",http://projects.worldbank.org/P078136/emergency-services-support-project-02?lang=en,346
577,"GOVERNMENT OF MADAGASCAR",IDA37160;IDA37160,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMY AND PLAN",http://projects.worldbank.org/P080345/emergency-economic-recovery-credit?lang=en,336
578,"GOVERNMENT OF MOROCCO",IBRD46790;IBRD46790,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRE DE L'DUCATION NATIONALE ET DE LA JEUNESSE (DLCA)",http://projects.worldbank.org/P075808/alpha-maroc-project?lang=en,34
579,,IDA36560;IDA36560,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P071375/economic-recovery-credit?lang=en,209
580,"REPUBLIC OF URUGUAY",IBRD77890;IBRD77890;IBRD71130,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG",,http://projects.worldbank.org/P070937/third-basic-education-quality-improvement-project?lang=en,874
581,"REPUBLIC OF CHILE",IBRD71060;IBRD71060,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P068271/chile-life-long-learning-training-project?lang=en,142
582,"PALESTINIAN AUTHORITY",,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE; SECTOR MINISTRIES AND LOCAL GOVERNMENTS",http://projects.worldbank.org/P075984/emergency-services-support-project?lang=en,348
583,,IDA35760;IDA35760,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P069569/public-expenditure-adjustment-credit-project?lang=en,670
584,"GOVERNMENT OF TANZANIA",IDA35700;IDA35700;IDA3570A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","PRIME MINISTER'S OFFICE",http://projects.worldbank.org/P071012/primary-education-development-program?lang=en,641
585,"GOVERNMENT OF INDIA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DPEP PROJECT UNIT; STATE OF GUJARAT",http://projects.worldbank.org/P072972/gujarat-district-primary-education-project?lang=en,415
586,"GOVERNMENT OF CAMBODIA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","GOVERNMENT OF CAMBODIA",http://projects.worldbank.org/P073725/jsdf-grant-kh-basic-education?lang=en,476
587,"REPUBLIC OF HONDURAS",IDA3497A;IDA3497A;IDA34970,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P007397/community-based-education-project?lang=en,144
588,,,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|MDG",,http://projects.worldbank.org/P073831/ida-ref--adjfrdp-iii?lang=en,448
589,"GOVERNMENT OF MALAWI",IDA34520;IDA34520;IDA34521,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P050294/fiscal-restructuring-deregulation-program-project-03?lang=en,378
590,,IDA34510;IDA34510;IDA3451A,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|MDG",,http://projects.worldbank.org/P073832/fiscal-restructuring-deregulation-program-technical-assistance-project-03?lang=en,379
591,"PROVINCE OF BUENOS AIRES; ARGENTINA",IBRD45860;IBRD45860,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DIRECCION GENERAL DE CULTURA Y EDUCACION (DGCYE)",http://projects.worldbank.org/P064614/second-secondary-education-project-province-buenos-aires?lang=en,759
592,GOVERNMENT,IDA33370;IDA33370,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P064556/emergency-economic-recovery-credit-project?lang=en,335
593,"GOVERNMENT OF INDIA",IDA33320;IDA33320,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P045049/andhra-pradesh-district-poverty-initiatives-project?lang=en,11
594,"REPUBLIC OF MALDIVES",IDA33250;IDA33250;IDA33251,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF HUMAN RESOURCES; EMPLOYMENT AND LABOR",http://projects.worldbank.org/P055944/third-education-training-project?lang=en,879
595,"GOVERNMENT OF THE REPUBLIC OF MALI",IDA33180;IDA33180,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF BASIC EDUCATION",http://projects.worldbank.org/P058770/improving-learning-primary-schools-lil?lang=en,452
596,"GOVT OF GHANA",IDA32460;IDA32460;IDA3246A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",TBD,http://projects.worldbank.org/P000974/national-functional-literacy-program-project?lang=en,548
597,"GOVERNMENT OF INDONESIA",IBRD44560;IBRD44560;IDA31890,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P040196/sumatra-basic-education-project?lang=en,835
598,"GOVERNMENT OF INDONESIA",IBRD44550;IBRD44550;IDA31880,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",,http://projects.worldbank.org/P041895/sulawesi-eastern-islands-basic-education-project?lang=en,834
599,"MINISTRY OF FINANCE",IBRD44290;IBRD44290,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF INTERIOR SUBDERE",http://projects.worldbank.org/P055480/municipal-development-project-02?lang=en,534
600,"REPUBLIC OF ARMENIA",IDA31530;IDA31530,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE AND ECONOMY",http://projects.worldbank.org/P051171/structural-adjustment-credit-3-sac-3?lang=en,828
601,"GOVT OF THAILAND",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P064188/asem-grant-th-impact-financial-crises-school-attendance?lang=en,18
602,"GOVERNMENT OF INDIA",IDA31030;IDA31030;IBRD43600,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P049385/andhra-pradesh-economic-restructuring-project?lang=en,35
603,"GOV OF BOLIVIA",IDA3096A;IDA3096A;IDA30960,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION; CULTURE & SPORTS/FIS",http://projects.worldbank.org/P006204/education-quality-equity-strengthening-project?lang=en,258
604,BANOBRAS,IBRD43320;IBRD43320,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","SOFES AND ICEES",http://projects.worldbank.org/P049895/higher-education-financing-project?lang=en,431
605,GOVERNMENT,IDA30770;IDA30770;IDA3077A,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",MOE,http://projects.worldbank.org/P000732/education-sector-development-project?lang=en,284
606,GOI,IBRD43080;IBRD43080,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P039644/west-java-basic-education-project?lang=en,927
607,GOSL,IDA30140;IDA30140,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MIN OF EDUCATION",http://projects.worldbank.org/P010525/general-education-project-02?lang=en,401
608,"REPUBLIC OF ARMENIA",IDA30070;IDA30070,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P008281/education-financing-management-reform-project?lang=en,223
609,"GOVERNMENT OF BOSNIA AND HERZEGOVINA",IDAN0350;IDAN0350,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","FEDERATION/RS MINISTRIES OF EDUCATION",http://projects.worldbank.org/P045313/education-reconstruction-2-project?lang=en,259
610,"GOVT OF GUB",IDA29600;IDA29600,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN OF EDUCATION",http://projects.worldbank.org/P001015/basic-education-support-project?lang=en,103
